Phylum	1	4	8	10	13	16	17	18	19	20	21	22	23	24	25	26	27	28
Acetothermia	0	0	0	0	0	0	0.518403318	0	0	0.832639467	0.782472613	2.034174125	2.395783421	0.547345375	1.034126163	0.404694456	2.225519288	2.553812477
Acidobacteria	176.3299462	106.8139963	179.8664122	460.6824926	1067.039106	381.275441	218.2477968	275.2513164	368.3252427	129.0591174	134.5852895	125.3051261	182.5586967	175.6978654	259.0486039	164.7106435	185.0890208	137.1762131
Actinobacteria	3355.648536	3492.940454	2652.194656	956.231454	493.4823091	3250.339213	4329.70451	1424.605074	1361.043689	1261.032473	1673.70892	1147.274207	4879.731672	5116.037219	3794.208893	1804.532578	2011.127596	2881.430135
Armatimonadetes	8.965929468	5.524861878	10.97328244	107.5667656	95.90316574	8.81953867	49.76671851	28.24317855	55.2184466	25.81182348	4.303599374	10.98454028	0.479156684	0	4.653567735	2.023472278	2.225519288	1.094491062
Bacteria_unclassified	2428.571429	803.5604665	1486.164122	212.1661721	331.4711359	288.3310719	1522.032141	647.678315	630.461165	332.6394671	296.9483568	274.6135069	169.1423095	209.0859332	276.6287487	374.747066	499.6290801	232.7617658
Bacteroidetes	1496.712493	1071.823204	873.0916031	867.2106825	2433.891993	645.8616011	1279.937792	2736.716132	2722.694175	1858.034971	1679.968701	1539.869813	1633.924293	856.5955118	673.7331954	1012.140834	1206.602374	1582.269245
Chlamydiae	5.379557681	12.27747084	2.86259542	0	2.793296089	3.392130258	8.294453084	19.62661561	2.427184466	7.493755204	7.042253521	13.83238405	16.77048395	26.81992337	30.50672182	11.73613921	8.902077151	6.931776724
Chlorobi	39.45008966	17.80233272	25.76335878	383.5311573	585.6610801	177.7476255	13.99688958	121.5892772	90.41262136	17.48542881	40.29733959	31.73311635	28.27024437	32.29337712	19.6483971	6.879805747	6.676557864	4.377964247
Chloroflexi	3307.232516	2151.012891	3979.961832	4313.79822	3399.441341	5573.94844	4575.427683	3818.094782	4910.194175	1199.000833	1097.809077	1043.938161	965.9798754	1101.258894	905.377456	976.5277216	1143.545994	1109.813937
Cyanobacteria	210.9982068	58.93186004	71.5648855	43.76854599	187.150838	98.37177748	31.10419907	33.98755385	30.33980583	12.90591174	20.73552426	6.102522376	8.624820316	13.136289	14.99482937	6.475111291	7.789317507	12.76906239
Deferribacteres	3.586371787	7.366482505	0.954198473	51.18694362	4.655493482	16.96065129	5.184033178	0.957395883	0.606796117	80.34970858	44.60093897	56.14320586	9.583133685	7.115489874	40.84798345	42.49291785	32.27002967	16.41736592
Deinococcus-Thermus	2.988643156	2.455494168	6.202290076	11.12759644	399.4413408	16.28222524	1.036806636	12.92484442	11.52912621	24.97918401	12.12832551	18.30756713	8.145663632	0.547345375	0	2.428166734	1.112759644	2.918642831
Fibrobacteres	0	0	0.477099237	8.160237389	13.03538175	2.035278155	0	0	1.82038835	0	0	0	0	0	0	0	0	0
Firmicutes	487.7465631	443.2166974	1098.759542	389.4658754	634.0782123	573.2700136	1326.075687	775.0119674	899.8786408	446.7110741	448.3568075	340.5207486	935.7930043	2125.342091	806.1013444	505.0586807	426.5578635	923.750456
Gemmatimonadetes	1014.345487	573.9717618	514.3129771	1188.4273	864.990689	747.6255088	1159.149819	898.5160364	1015.169903	493.755204	458.9201878	667.6159479	287.9731672	319.1023536	383.1437435	373.1282881	408.7537092	313.7541043
GOUTA4	0.597728631	1.227747084	0.477099237	0	10.24208566	5.427408412	0	0	0	2.497918401	1.564945227	0	0.479156684	1.09469075	0.517063082	0.404694456	0	0
Gracilibacteria	1.793185894	0	2.86259542	0.741839763	0	1.356852103	0	0	0	11.65695254	12.12832551	27.6647681	5.270723527	3.831417625	6.20475698	20.63941724	37.83382789	16.41736592
Hydrogenedentes	6.575014943	7.980356047	3.816793893	35.60830861	37.24394786	14.92537313	15.03369622	35.90234562	24.27184466	27.47710241	16.82316119	36.20829943	4.312410158	2.736726875	3.10237849	7.689194658	3.709198813	5.472455308
JL-ETNP-Z39	28.6909743	4.297114794	15.74427481	8.160237389	0	10.17639077	55.469155	24.41359502	21.84466019	0	1.564945227	0	0	0.547345375	1.034126163	0	0	0
Latescibacteria	47.22056186	6.752608963	24.33206107	73.4421365	68.90130354	233.3785617	50.80352514	94.78219244	90.41262136	24.14654455	34.42879499	32.95362083	39.77000479	41.59824849	45.50155119	50.99150142	65.65281899	27.7271069
Lentisphaerae	46.0251046	49.72375691	13.35877863	13.35311573	2.793296089	6.784260516	3.628823224	0.957395883	0	0.416319734	0.782472613	1.220504475	6.708193579	7.115489874	7.755946225	2.023472278	3.709198813	1.094491062
